FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value
ENSMUSG00000043621,Ubxn10,0.005941446,-7.577417902,2.14E-51,1.160833171,7.577417902,2.16E-51
ENSMUSG00000020799,Tekt1,0.005401314,-9.309728565,5.21E-82,3.519080391,9.309728565,5.21E-82
ENSMUSG00000044772,Sntn,0.005401314,-8.964890077,3.98E-75,2.77039177,8.964890077,3.98E-75
ENSMUSG00000032221,Mns1,0.005401314,-8.613155159,2.20E-69,2.170465383,8.613155159,2.20E-69
ENSMUSG00000026278,Bok,0.005401314,-8.398836038,2.11E-65,1.87050219,8.398836038,2.14E-65
ENSMUSG00000020904,Cfap52,0.005266281,-8.555129835,1.93E-68,2.033896775,8.555129835,1.97E-68
ENSMUSG00000078552,Dcdc2b,0.005131248,-8.399750919,9.46E-65,1.780269359,8.399750919,9.60E-65
ENSMUSG00000022783,Spag6l,0.004996216,-8.899345997,6.18E-73,2.453357501,8.899345997,6.18E-73
ENSMUSG00000047394,Odf3b,0.004861183,-9.034774711,2.71E-75,2.624068261,9.034774711,2.71E-75
ENSMUSG00000021950,Anxa8,0.004861183,-8.6796486,2.60E-68,2.050967851,8.6796486,2.65E-68
ENSMUSG00000027296,Itpka,0.004861183,-7.841555426,1.21E-53,1.14620082,7.841555426,1.22E-53
ENSMUSG00000032595,Cdhr4,0.00472615,-9.409830282,7.65E-82,3.311788753,9.409830282,7.65E-82
ENSMUSG00000052221,Ppp1r36,0.00472615,-9.171425542,1.93E-77,2.806972647,9.171425542,1.93E-77
ENSMUSG00000028294,Cfap206,0.00472615,-9.008527808,2.24E-75,2.507009454,9.008527808,2.24E-75
ENSMUSG00000057816,1700007G11Rik,0.004456084,-9.056942487,2.24E-75,2.44848005,9.056942487,2.24E-75
ENSMUSG00000042707,Dnali1,0.004456084,-8.452469163,1.64E-63,1.609558599,8.452469163,1.66E-63
ENSMUSG00000035578,Iqcg,0.004456084,-8.405890796,5.09E-63,1.558345371,8.405890796,5.15E-63
ENSMUSG00000020562,Efcab10,0.004321051,-8.750912913,8.84E-68,1.921715418,8.750912913,9.00E-68
ENSMUSG00000036551,Akap14,0.004321051,-8.336484789,5.59E-61,1.441286564,8.336484789,5.64E-61
ENSMUSG00000070806,Zmynd12,0.004186018,-8.066243306,2.64E-56,1.158394446,8.066243306,2.67E-56
ENSMUSG00000057265,Bbof1,0.004186018,-7.981997177,8.41E-55,1.092548867,7.981997177,8.47E-55
ENSMUSG00000071202,Ccdc78,0.004050986,-8.730956828,7.51E-69,1.780269359,8.730956828,7.67E-69
ENSMUSG00000099553,Gm29538,0.004050986,-8.738829672,2.29E-68,1.79002426,8.738829672,2.34E-68
ENSMUSG00000063529,Stmnd1,0.003915953,-9.46175164,9.21E-80,2.860624601,9.46175164,9.21E-80
ENSMUSG00000027676,Ccdc39,0.003915953,-9.057325241,4.94E-74,2.160710483,9.057325241,4.94E-74
ENSMUSG00000021751,Acox2,0.003915953,-8.227430952,1.85E-57,1.214485125,8.227430952,1.87E-57
ENSMUSG00000028637,Ccdc30,0.003915953,-8.084713909,2.29E-56,1.099865043,8.084713909,2.30E-56
ENSMUSG00000073650,Catip,0.003915953,-8.049169792,5.16E-54,1.073039066,8.049169792,5.20E-54
ENSMUSG00000027867,Spag17,0.00378092,-8.756388043,3.14E-66,1.694913979,8.756388043,3.19E-66
ENSMUSG00000078776,9530053A07Rik,0.00378092,-8.692822914,4.21E-66,1.621752225,8.692822914,4.28E-66
ENSMUSG00000011154,Cfap161,0.003645887,-9.217380176,2.24E-75,2.253382038,9.217380176,2.24E-75
ENSMUSG00000079502,Cfap77,0.003645887,-8.703920623,1.59E-66,1.577855172,8.703920623,1.62E-66
ENSMUSG00000022262,Dnah5,0.003645887,-8.41391917,1.33E-59,1.290085604,8.41391917,1.35E-59
ENSMUSG00000028111,Ctsk,0.003510854,-8.645356731,7.48E-64,1.460796365,8.645356731,7.58E-64
ENSMUSG00000070877,Ldlrad1,0.003375821,-8.799660751,4.78E-67,1.565661546,8.799660751,4.87E-67
ENSMUSG00000052861,Dnah6,0.003375821,-8.442529378,1.51E-60,1.2218013,8.442529378,1.52E-60
ENSMUSG00000042379,Esm1,0.003375821,-8.195499677,2.59E-51,1.029142013,8.195499677,2.60E-51
ENSMUSG00000053111,Fank1,0.003240789,-9.134899666,9.72E-73,1.899766892,9.134899666,9.72E-73
ENSMUSG00000073102,Drc1,0.003240789,-9.121893956,1.07E-71,1.882695816,9.121893956,1.07E-71
ENSMUSG00000039552,Rsph4a,0.003240789,-8.768360685,5.36E-63,1.47298999,8.768360685,5.42E-63
ENSMUSG00000020218,Wif1,0.003240789,-8.27240319,1.22E-53,1.043774364,8.27240319,1.23E-53
ENSMUSG00000042269,Fam92b,0.003105756,-9.449100399,1.02E-76,2.268014389,9.449100399,1.02E-76
ENSMUSG00000068617,Efcab1,0.003105756,-8.526042256,8.22E-60,1.194975323,8.526042256,8.30E-60
ENSMUSG00000030276,Ttll3,0.003105756,-8.276461013,1.31E-55,1.004754762,8.276461013,1.32E-55
ENSMUSG00000035860,Cdhr3,0.002970723,-9.247776428,2.91E-73,1.890011991,9.247776428,2.91E-73
ENSMUSG00000004961,Syt5,0.002970723,-9.072029875,3.49E-69,1.672965453,9.072029875,3.57E-69
ENSMUSG00000041323,Ak7,0.002970723,-8.886268326,3.46E-67,1.470551265,8.886268326,3.52E-67
ENSMUSG00000071550,Cfap44,0.002970723,-8.976538514,4.63E-67,1.565661546,8.976538514,4.71E-67
ENSMUSG00000072663,Spef2,0.002970723,-8.825283124,9.47E-65,1.409583137,8.825283124,9.60E-65
ENSMUSG00000049811,Fam161a,0.002970723,-8.837688145,1.37E-64,1.421776762,8.837688145,1.39E-64
ENSMUSG00000030125,Lrrc23,0.002970723,-8.622278176,3.66E-62,1.224240025,8.622278176,3.70E-62
ENSMUSG00000041617,Ccdc74a,0.002970723,-8.590378092,1.25E-61,1.197414049,8.590378092,1.26E-61
ENSMUSG00000072473,1700024G13Rik,0.002970723,-8.613647871,4.98E-61,1.21692385,8.613647871,5.04E-61
ENSMUSG00000032057,4833427G06Rik,0.002970723,-8.590378092,4.91E-60,1.197414049,8.590378092,4.95E-60
ENSMUSG00000032514,Ttc21a,0.002970723,-8.464847209,3.22E-59,1.097426317,8.464847209,3.25E-59
ENSMUSG00000026301,Iqca,0.00283569,-9.630857161,4.40E-79,2.35824722,9.630857161,4.40E-79
ENSMUSG00000032680,6820408C15Rik,0.00283569,-8.711993924,4.49E-63,1.246188552,8.711993924,4.54E-63
ENSMUSG00000038370,Pcp4l1,0.00283569,-8.971737187,1.03E-61,1.492499792,8.971737187,1.04E-61
ENSMUSG00000029477,Morn3,0.002700657,-8.676953575,9.63E-62,1.160833171,8.676953575,9.74E-62
ENSMUSG00000027702,Lrrc34,0.002565624,-8.991604505,1.65E-66,1.375440984,8.991604505,1.67E-66
ENSMUSG00000030708,Dnajb13,0.002430591,-9.185592874,1.66E-69,1.494938517,9.185592874,1.66E-69
ENSMUSG00000109228,Fam81b,0.002430591,-9.169050735,4.90E-69,1.477867441,9.169050735,5.01E-69
ENSMUSG00000033053,1700028P14Rik,0.002430591,-8.806141078,4.94E-63,1.148639546,8.806141078,5.01E-63
ENSMUSG00000026807,Ak8,0.002430591,-8.842361266,2.21E-62,1.177904247,8.842361266,2.23E-62
ENSMUSG00000028845,Tekt2,0.002295559,-9.332417419,5.64E-71,1.568100271,9.332417419,5.64E-71
ENSMUSG00000031927,1700012B09Rik,0.002295559,-9.004315556,8.70E-56,1.248627277,9.004315556,8.77E-56
ENSMUSG00000021879,Dnah12,0.002160526,-9.876752995,1.82E-79,2.160710483,9.876752995,1.82E-79
ENSMUSG00000019892,Lrriq1,0.002160526,-9.055506255,1.47E-64,1.2218013,9.055506255,1.49E-64
ENSMUSG00000026894,Morn5,0.002160526,-8.801639124,2.50E-60,1.024264563,8.801639124,2.53E-60
ENSMUSG00000048794,Cfap100,0.002160526,-8.777449659,2.56E-59,1.007193487,8.777449659,2.58E-59
ENSMUSG00000042788,Fam166b,0.002025493,-9.50234242,2.15E-72,1.568100271,9.50234242,2.15E-72
ENSMUSG00000097466,D430036J16Rik,0.001755427,-9.184249583,5.36E-63,1.099865043,9.184249583,5.43E-63
ENSMUSG00000029811,Aoc1,0.001620394,-10.13276392,1.08E-74,1.972928646,10.13276392,1.08E-74
ENSMUSG00000035539,Ccdc180,0.001485361,-9.338007101,9.28E-63,1.048651814,9.338007101,9.39E-63
ENSMUSG00000047361,Gm973,0.001215296,-9.634132293,8.53E-67,1.073039066,9.634132293,8.67E-67
